,city,id,links,name,phone_numbers,state,street_address,zip_code
810,FAIRBORN,9493,['http://www.strayer.edu/'],STRAYER UNIVERSITY,[],OH,"2600 PARAMOUNT PLACE, SUITE 300",45324
811,TOLEDO,8900,['http://www.utoledo.edu/'],THE UNIVERSITY OF TOLEDO,['419-530-3266'],OH,"2225 NEBRASKA AVENUE, ROOM AS1200, SCOTT PARK CAMPUS MS458",43607
812,CINCINNATI,8190,['http://www.myunion.edu/'],UNION INSTITUTE & UNIVERSITY,['513-861-6400'],OH,440 EAST MCMILLAN ST,45206
813,AKRON,9347,['http://www.uakron.edu/'],UNIVERSITY OF AKRON,['330-972-7084'],OH,"277 EAST BUCHTEL AVENUE, SIMMONS HALL, ROOM 304",44325
814,CINCINNATI,8626,['http://www.uc.edu/'],UNIVERSITY OF CINCINNATI,['(513) 556-7173'],OH,100 UNIVERSITY PAVILION,45221
815,BATAVIA,8722,['http://www.ucclermont.edu/students/test_center'],UNIVERSITY OF CINCINNATI - CLERMONT COLLEGE,['(513) 558-5364'],OH,4200 CLERMONT COLLEGE DRIVE,45103
816,DAYTON,8412,['http://www.udayton.edu/'],UNIVERSITY OF DAYTON,['937-229-3277'],OH,"300 COLLEGE PARK, GOSIGER HALL, ROOM 127",45469
817,AKRON,8259,['http://www.walsh.edu/'],WALSH UNIVERSITY,['330-490-7293'],OH,2623 SOUTH ARLINGTON RD,44319
818,YOUNGSTOWN,8650,['http://www.ysu.edu/'],YOUNGSTOWN STATE UNIVERSITY,['(330) 941-1343'],OH,"TESTING CENTER - 233 MESHEL HALL, ONE UNIVERSITY PLAZA",44555
819,LAWTON,9080,['http://www.cameron.edu/'],CAMERON UNIVERSITY,['580-581-2212'],OK,2800 WEST GORE,73505
820,POTEAU,7966,['http://www.carlalbert.edu/'],CARL ALBERT STATE COLLEGE,['918-647-1316'],OK,1507 S. MCKENNA,74953
821,FORT SILL,7181,['http://www.ccis.edu/nationwide/ftsill/'],COLUMBIA COLLEGE,['580-353-7884'],OK,"4301 NW KOEHLER LOOP, BUILDING 3281",73503
822,WILBURTON,8916,['http://www.eosc.cc.ok.us/'],EASTERN OKLAHOMA STATE COLLEGE,['918-465-2361'],OK,1301 WEST MAIN STREET,74578
823,TULSA,8342,[],NATIONAL AMERICAN UNIVERSITY,['918-879-8400'],OK,8040 S. SHERIDAN ROAD,74133
824,TULSA,7929,['http://www.osu-tulsa.okstate.edu/testingcenter/'],OKLAHOMA STATE UNIVERSITY - TULSA,['918-594-8231'],OK,700 N. GREENWOOD AVENUE,74107
825,BARTLESVILLE,8411,['http://www.okwu.edu/'],OKLAHOMA WESLEYAN UNIVERSITY,['918-335-6209'],OK,2201 SILVER LAKE RD,74006
826,EL RENO,9968,['http://www.redlandscc.edu/'],REDLANDS COMMUNITY COLLEGE,['405-262-2552 X2609'],OK,"1300 COUNTRY CLUB RD, BOX 370",73036
827,MIDWEST CITY,7237,['http://www.rose.edu/'],ROSE STATE COLLEGE,['(405) 733-7320'],OK,"TESTING SERVICES, 6420 SE 15TH STREET",73110
828,SHAWNEE,9312,['http://www.stgregorys.edu/'],SAINT GREGORY\'S UNIVERSITY,['405-878-5310'],OK,1900 W. MACARTHUR STREET,74804
829,TULSA,9552,['http://snu.edu/'],SOUTHERN NAZARENE UNIVERSITY,['(918) 970-4633'],OK,8210 EAST REGAL COURT,74133
830,EDMOND,9087,['http://www.uco.edu/student-affairs/testing/'],UNIVERSITY OF CENTRAL OKLAHOMA,['405-974-2387'],OK,"100 NORTH UNIVERSITY DR, RM 301",73034
831,NORMAN,9362,"['http://www.ou.edu/', 'https://ouparking.t2hosted.com/cmn/auth_guest.aspx']",UNIVERSITY OF OKLAHOMA,['405-325-1208'],OK,300 KELLOGG DRIVE ROOM 140,73072
832,OKLAHOMA CITY,8349,['http://www.phoenix.edu/'],UNIVERSITY OF PHOENIX,['405-842-8007'],OK,"6501 N. BROADWAY, SUITE 100",73116
833,CHICKASHA,7867,['http://www.usao.edu/'],UNIVERSITY OF SCIENCE &AMP; ARTS OF OKLAHOMA,['405-574-1281'],OK,1727 W. ALABAMA,73018
834,VANCE AFB,7324,['http://www.wbu.edu/colleges-in-altus/'],WAYLAND BAPTIST UNIVERSITY,['580-213-6452'],OK,"71 FSS/FSD, 400 YOUNG RD., SUITE 209A",73705
835,ALTUS,7223,['http://www.wosc.edu/'],WESTERN OKLAHOMA STATE COLLEGE,['580-477-7921'],OK,2801 N. MAIN,73521
836,ALTUS,8856,['http://www.western.cc.ok.us/'],WESTERN OKLAHOMA STATE COLLEGE,['580-477-7714'],OK,"COUNSELING &AMP; ASSESSMENT, ROOM SSC-207, 2801 NORTH MAIN",73521
837,KLAMATH FALLS,9438,['http://www.oit.edu/'],OREGON INSTITUTE OF TECHNOLOGY,['(541) 851-5176'],OR,3201 CAMPUS DRIVE,97601
838,MEDFORD,9404,['http://www2.sou.edu/'],SOUTHERN OREGON UNIVERSITY - HIGHER EDUCATION CENTER,['(541) 552-8150'],OR,101 S. BARTLETT,97501
839,ROSEBURG,9976,['http://www.umpqua.cc.or.us/'],UMPQUA COMMUNITY COLLEGE,['541-440-7659'],OR,"1140 COLLEGE RD., P.O. BOX 967",97470
840,EUGENE,9961,['http://testing.uoregon.edu'],UNIVERSITY OF OREGON,['541-346-3230'],OR,"1590 EAST 13TH AVE, RM 270",97403
841,WARRENTON,9592,['https://www.vinu.edu/home'],VINCENNES UNIVERSITY- U.S. COAST GUARD SECTOR COLUMBIA RIVER,['360-478-7202'],OR,2185 SE 12TH PLACE,97146
842,PORTLAND,8053,['http://www.warnerpacific.edu/register-for-exam/'],WARNER PACIFIC COLLEGE,['503-517-1465'],OR,"2600 S.E. 98TH AVENUE, STE 200",97266
843,ADAMSTOWN,9166,['http://www.adamstownarealibrary.org/'],ADAMSTOWN AREA LIBRARY (LANCASTER/READING AREA),['(717) 484-4200'],PA,3000 NORTH READING ROAD,19501
844,NEWTOWN,9925,['http://www.bucks.edu/'],BUCKS COUNTY COMMUNITY COLLEGE,['215-968-8467'],PA,275 SWAMP ROAD,18940
845,CALIFORNIA,8758,['http://www.calu.edu/'],CALIFORNIA UNIVERSITY OF PENNSYLVANIA,['724-938-1608'],PA,250 UNIVERSITY AVE,15419
846,PITTSBURGH,8574,['http://www.ccac.edu/'],COMMUNITY COLLEGE OF ALLEGHENY COUNTY,['412-208-1122'],PA,"625 STANWIX STREET, 1ST FLOOR",15222
847,LANCASTER,9528,['http://www.emu.edu/careers/testing'],EASTERN MENNONITE UNIVERSITY,['(717) 397-5190'],PA,"1846 CHARTER LANE, PO BOX 10936",17601
848,LEOLA,9583,['http://www.fedtest.org'],FED TEST INC.,['717-288-7254'],PA,12 KEYSTONE COURT,17540
849,ALTOONA,8836,['http://www.gactc.edu/'],GREATER ALTOONA CAREER &AMP; TECH CENTER,['814-946-8469'],PA,1500 4TH AVE,16602
850,HARRISBURG,9806,['http://www.hacc.edu/'],HARRISBURG AREA COMMUNITY COLLEGE,['717-780-3203'],PA,,17110
851,INDIANA,8646,['http://www.iup.edu/'],INDIANA UNIVERSITY OF PENNSYLVANIA,[],PA,"201 PRATT DRIVE, PRATT HALL, SUITE 107",15705
852,HAZELTON,9772,['http://www.lackawanna.edu/'],LACKAWANNA COLLEGE,['717-459-1573'],PA,226 WEST BROAD ST,18201
853,ANNVILLE,9197,['http://www.lvc.edu/'],LEBANON VALLEY COLLEGE,['717-867-6213'],PA,"GRADUATE STUDIES &AMP; CONTINUING EDUCATION, 101 NORTH COLLEGE AVENUE",17003
854,SCRANTON,9216,['http://www.marywood.edu/'],MARYWOOD UNIVERSITY,['570-876-5817'],PA,2300 ADAMS AVE,18509
855,OAKDALE,9736,['http://www.pti.edu/'],PITTSBURGH TECHNICAL INSTITUTE,['412-809-5217'],PA,111 MCKEE ROAD,15222
856,JOHNSTOWN,8112,['http://proteustesting.com/'],PROTEUS TESTING,['814-254-4109'],PA,1360 EISENHOWER BLVD SUITE 204,15905
857,READING,9284,['http://www.racc.cc.pa.us/'],READING AREA COMMUNITY COLLEGE,['610-372-4721 X5103'],PA,10 SOUTH SECOND STREET,19603
858,CENTER VALLEY,7884,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['(484) 809-7729'],PA,"ALLENTOWN CAMPUS, 3800 SIERRA CIRCLE, SUITE 300",18034
859,KING OF PRUSSIA,8694,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['610-992-1680'],PA,"234 MALL BOULEVARD, SUITE G50",19406
860,PHILDELPHIA,8910,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['267-256-0229'],PA,"1601 CHERRY STREET, STE 100",19143
861,SPRINGFIELD,8985,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['610-543-7294'],PA,"760 WEST SPROUL ROAD, SUITE 200",19064
862,TREVOSE,8998,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['215-953-9189'],PA,"36000 HORIZON BOULEVARD, SUITE 100",19053
863,WAYNE,8119,['http://www.phoenix.edu/'],UNIVERSITY OF PHOENIX,['610-386-1127'],PA,"1170 DEVON PARK DRIVE, SUITE 200",19087
864,PITTSBURGH,8771,['http://www.phoenix.edu/'],UNIVERSITY OF PHOENIX,['412-816-2215'],PA,"PENN CENTER EAST ONE, SUITES 406 &AMP; 408 100",15235
865,PHILADELPHIA,8690,['http://www.phoenix.edu/'],UNIVERSITY OF PHOENIX,['267-234-2000'],PA,"30 SOUTH 17TH STREET, UNITED PLAZA BUILDING",19103
866,PITTSBURGH,8376,['http://www.omet.pitt.edu/testing-request-form'],UNIVERSITY OF PITTSBURGH TESTING CENTER,['412-624-6146'],PA,4200 FIFTH AVENUE,15260
867,NEWPORT,8849,['http://www.ccri.edu'],CCRI NEWPORT COUNTY CAMPUS,['(401) 851-1631'],RI,ONE JOHN H CHAFEE BLVD.,02840
868,LINCOLN,8859,['http://www.ccri.edu/'],COMMUNITY COLLEGE OF RHODE ISLAND - FLANAGAN CAMPUS,['(401) 333-7122'],RI,1762 LOUISQUISSET PIKE,02865
869,WARWICK,9767,['http://www.ccri.edu/'],COMMUNITY COLLEGE OF RHODE ISLAND - KNIGHT CAMPUS,['(401) 825-2404'],RI,400 EAST AVE,02886
870,GRANITEVILLE,8716,['http://www.atc.edu/'],AIKEN TECHNICAL COLLEGE,['803-593-9231 X1366'],SC,2276 JEFFERSON DAVIS HIGHWAY,29829
871,GREENVILLE ,7982,['http://www.bjupresstestingcenter.com'],BJU PRESS TESTING CENTER,['864-770-1381'],SC,"1430 WADE HAMPTON BLVD., SUITE 211A",29609
872,SUMTER,9335,['http://www.sum.tec.sc.us/'],CENTRAL CAROLINA TECHNICAL COLLEGE,['(803) 778-1961'],SC,506 NORTH GUIGNARD DRIVE,29150
873,CONWAY,9368,['http://coastal.edu/'],COASTAL CAROLINA UNIVERSITY,['(843) 349-4011'],SC,301 ALLIED DR.,29526
874,FLORENCE,9329,['http://www.fdtc.edu'],FLORENCE-DARLINGTON TECHNICAL COLLEGE,['(843) 661-8352'],SC,2715 WEST LUCAS STREET,29550
875,FLORENCE,9665,['http://www.fmarion.edu/'],FRANCIS MARION UNIVERSITY,['(843) 661-1840'],SC,121 S. EVANDER DRIVE,29506
876,GAFFNEY,9773,['http://www.limestone.edu/'],LIMESTONE COLLEGE,['864-488-8376'],SC,1115 COLLEGE DRIVE,29340
877,WEST COLUMBIA,8315,['http://www.midlandstech.edu/'],MIDLANDS TECHNICAL COLLEGE,['(803) 822-3661'],SC,1260 LEXINGTON DR,29170
878,FORT JACKSON,7198,['http://www.midlandstech.edu/'],MIDLANDS TECHNICAL COLLEGE,['803-782-3213'],SC,4600 STROM THURMOND BOULEVARD,29207
879,CHARLESTON AFB,7143,['http://new.park.edu/campus-centers/south-carolina/sc-charleston.html'],PARK UNIVERSITY,['843-552-8292'],SC,"437 MSS/DPE, 101 W. HILL BOULEVARD, BUILDING 221",29404
880,CLINTON,9002,['http://www.presby.edu/'],PRESBYTERIAN COLLEGE,['864-833-2820'],SC,503 SOUTH BROAD ST.,29325
881,SHAW AFB,7111,['http://www.saintleo.edu'],SAINT LEO UNIVERSITY,['803 666 3221'],SC,"398 SHAW DRIVE, BLDG 501, RM 116",29152
882,GREENVILLE,9527,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['864-250-7029'],SC,"555 NORTH PLEASANTBURG DRIVE, SUITE 300",29607
883,COLUMBIA,8273,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['(803) 750-2531'],SC,"200 CENTER POINT CIRCLE, SUITE 300",29229
884,NORTH CHARLESTON,7850,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['843-746-5129'],SC,5010 WETLAND CROSSING,29418
885,BEAUFORT,9056,['http://www.tclonline.edu/'],TECHNICAL COLLEGE OF THE LOW COUNTRY,['843-228-7494'],SC,"921 SOUTH RIBAUT RD, PO BOX 1288",29901
886,BEAUFORT,7224,['http://www.tcl.edu/'],TECHNICAL COLLEGE OF THE LOW COUNTRY,['843-525-8356'],SC,921 RIBAUT ROAD,29901
887,GOOSE CREEK,7172,['http://www.tesu.edu/'],THOMAS EDISON STATE UNIVERSITY - GOOSE CREEK,['843-764-7531'],SC,"OFFICE OF MILITARY EDUCATION, NAVY COLLEGE OFFICE, NAVAL WEAPONS STATION-CHARLESTON",29445
888,CHARLESTON,9244,['http://www.tridenttech.edu/'],TRIDENT TECHNICAL COLLEGE,['843-722-5516'],SC,"STUDENT SUCCESS CENTER, TRIDENT TECHNICAL COLLEGE, 66 COLUMBUS STREET",29423
889,CHARLESTON,9342,['http://www.tridenttech.edu/'],TRIDENT TECHNICAL COLLEGE,['843-574-6438'],SC,7000 RIVER AVENUE,29406
890,COLUMBIA,9367,['http://www.sc.edu/beaufort/'],UNIVERSITY OF SOUTH CAROLINA,['803-777-2782'],SC,"1400 GREENE STREET, RH 345",29208
891,SPARTANBURG,9577,['http://www.uscs.edu/'],UNIVERSITY OF SOUTH CAROLINA UPSTATE,['(864) 503-5195'],SC,800 UNIVERSITY WAY,29303
892,ROCK HILL,8432,['http://www.yorktech.com/'],YORK TECHNICAL COLLEGE,['803-981-7316'],SC,452 SOUTH ANDERSON ROAD,29730
893,SPEARFISH,9065,['http://www.bhsu.edu/'],BLACK HILLS STATE UNIVERSITY - SPEARFISH CAMPUS,['(605) 642-6099'],SD,"1200 UNIVERSITY STREET, UNIT 9078",57799
894,RAPID CITY,9777,['http://www.national.edu/'],NATIONAL AMERICAN UNIVERSITY,['605-394-4800'],SD,"5301 S. HIGHWAY 16, SUITE 200",57701
895,ELLSWORTH AIR FORCE BASE,7222,['http://www.national.edu/'],NATIONAL AMERICAN UNIVERSITY- ELLSWORTH AIR FORCE BASE CAMPUS,['605-718-6550'],SD,"1000 ELLSWORTH STREET, SUITE 2400B",57706
896,SIOUX FALLS,7763,['http://www.southeasttech.edu/'],SOUTHEAST TECHNICAL INSTITUE,"['605-367-6014', '605-367-6048']",SD,"2000 NORTH CAREER AVENUE , ROOM 113",57107
897,SIOUX FALLS,9459,['http://www.sduniversitycenter.org/'],UNIVERSITY CENTER - SIOUX FALLS,['(605) 274-9550'],SD,4801 N CAREER AVE,57107
898,CLARKSVILLE,7248,[],AUSTIN PEAY CENTER AT FORT CAMPBELL,['541-880-2214'],TN,PO BOX 4455,37042
899,CLARKSVILLE,9050,['http://www.apsu.edu/testing'],AUSTIN PEAY STATE UNIVERSITY,['(931) 221-6269'],TN,"207 ELLINGTON BLDG., 331 DRANE ST.",37044
900,MEMPHIS,8292,['http://www.bellhaven.edu/'],BELLHAVEN COLLEGE,['901-767-8977'],TN,"1790 KIRBY PARKWAY, FORUM II, SUITE 100",38138
901,JEFFERSON CITY,8798,['http://www.cn.edu/'],CARSON-NEWMAN COLLEGE,['865-471-4808'],TN,1646 RUSSELL AVENUE,37760
902,KNOXVILLE,8223,['http://www.fountainheadcollege.com/'],FOUNTAINHEAD COLLEGE,['865-688-9422'],TN,3203 TAZEWELL PIKE,37918
903,HENDERSON,9067,['http://www.fhu.edu/'],FREED HARDEMAN UNIVERSITY,['901-989-6060'],TN,158 EAST MAIN STREET,38340
904,MARYVILLE,9781,['http://www.marryvillecollege.edu/'],MARYVILLE COLLEGE,['865-981-8121'],TN,502 E LAMAR ALEXANDER PKWY,37804
905,MURFREESBORO,8829,['http://www.mtsu.edu/university-college/distance/testing.php'],MIDDLE TENNESSEE STATE UNIVERSITY,['(615) 898-5659'],TN,"1301 EAST MAIN STREET, KUC 107",37132
906,FRIENDSVILLE,7713,['http://www.pstcc.edu/learn/'],PELLISSIPPI STATE COMMUNITY COLLEGE,['865-981-5300'],TN,2731 WEST LAMAR ALEXANDER PARKWAY,37737
907,KNOXVILLE,7714,['http://www.pstcc.edu'],PELLISSIPPI STATE COMMUNITY COLLEGE -- DIVISION STREET CAMPUS,['(865) 694-6454'],TN,3435 DIVISION STREET,37919
908,KNOXVILLE,8311,['http://www.pstc.edu'],PELLISSIPPI STATE COMMUNITY COLLEGE -- HARDIN VALLEY CAMPUS,['(865) 694-6454'],TN,10915 HARDIN VALLEY ROAD,37933
909,MEMPHIS,7127,['http://www.southwest.tn.edu/'],SOUTHWEST TENNESSE COMMUNITY COLLEGE,['901-333-4170'],TN,"5983 MACON COVE, FARRIS ROOM 2182",38134
910,KNOXVILLE,9223,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['865-288-6029'],TN,"10118 PARKSIDE DRIVE, SUITE 200",37922
911,NASHVILLE,8679,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['615-932-2329'],TN,1809 DABBS AVENUE,37210
912,MEMPHIS,9575,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['901-370-5227'],TN,2620 THOUSAND OAKS BLVD #1100,38118
913,MEMPHIS,9524,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['(901) 383-6685'],TN,7275 APPLING FARMS PKWY,38133
914,NASHVILLE,8723,['http://www.tnstate.edu/'],TENNESSEE STATE UNIVERSITY,['615-963-7111'],TN,"330 10TH NORTH, SUITE C",37203
915,NASHVILLE,9784,['http://www.trevecca.edu/'],TREVECCA NAZARENE UNIVERSITY,['615-248-1346'],TN,"TREVECCA NAZARENE UNIVERSITY STUDENTS ONLY, 333 MURFREESBORO ROAD",37210
916,GREENEVILLE,8863,['http://www.tusculum.edu/'],TUSCULUM COLLEGE - GREENEVILLE CAMPUS,['(800) 729-0116 EX.5211'],TN,TUSCULUM COLLEGE 60 SHILOH RD,37743
917,KNOXVILLE,8590,['http://www.tusculum.edu/'],TUSCULUM COLLEGE - KNOXVILLE CAMPUS,"['(800) 729-0116 , EXT. 5018']",TN,1305 CENTERPOINT BOULEVARD,37923
918,MORRISTOWN,9684,['http://www.tusculum.edu/'],TUSCULUM COLLEGE - MORRISTOWN CAMPUS,"['(800) 729-0116 , EXT. 5901']",TN,"420 WEST MORRIS BLVD, SUITE 170",37814
919,GERMANTOWN,8081,['http://www.uu.edu/'],UNION UNIVERSITY- GERMANTOWN CAMPUS,['(901) 312-1906'],TN,2745 HACKS CROSS ROAD,38138
920,HENDERSONVILLE,7999,['http://www.uu.edu/'],UNION UNIVERSITY - HENDERSONVILLE / NASHVILLE CAMPUS,['(615) 447-2523'],TN,205 INDIAN LAKE BLVD,37075
921,JACKSON,8593,['http://www.uu.edu/'],UNION UNIVERSITY - JACKSON CAMPUS,['(731) 661-5309'],TN,1938 EMPORIUM DRIVE,38305
922,MEMPHIS,9782,['http://www.memphis.edu/'],UNIVERSITY OF MEMPHIS,['901-678-2428'],TN,"112 BRISTER HALL, 3669 ALUMNI STREET",38152
923,JACKSON,8753,['http://www.memphis.edu/lambuth/'],UNIVERSITY OF MEMPHIS LAMBUTH,['(731) 425-1910'],TN,"705 LAMBUTH BLVD, HYDE HALL 314",38301
924,CHATTANOOGA,8521,['http://www.utc.edu/'],UNIVERSITY OF TENNESSEE,['423-425-4288'],TN,"648 OAK STREET, HOOPER HALL, ROOM 205",37403
925,MARTIN,8582,['http://www.utm.edu/'],UNIVERSITY OF TENNESSEE MARTIN,"['731-881-7727', '731-881-7719']",TN,206 CLEMENT HALL,38238
926,MEMPHIS,8162,['http://www.victory.edu/'],VICTORY UNIVERSITY,['901-367-0443'],TN,6655 WINCHESTER ROAD,38175
927,FRANKLIN,9705,['http://www.williamsoncc.edu/'],WILLIAMSON CHRISTIAN COLLEGE,['615-771-7821'],TN,274 MALLORY STATION ROAD,37067
928,AUSTIN,8245,['http://www.austincc.edu/'],AUSTIN COMMUNITY COLLEGE,['(512) 223-7769'],TX,6101 AIRPORT BLVD.,78752
929,HOUSTON,8068,['http://houston.belhaven.edu/'],BELHAVEN UNIVERSITY,['281-579-9977'],TX,"15115 PARK ROW, SUITE 175",77084
930,DALLAS,8016,['http://www.billpriestinstitute.org/'],BILL J. PRIEST INSTITUTE,['214-860-5792'],TX,"1402 CORINTH COURT ST, , SUITE 1670",75215
931,KILLEEN,9088,['http://www.ctcd.edu/'],CENTRAL TEXAS COLLEGE - CENTRAL CAMPUS,['(254) 526-1168'],TX,6200 WEST CENTRAL TEXAS EXPRESSWAY,76542
932,FORT HOOD,7117,['http://www.ctcd.edu/'],CENTRAL TEXAS COLLEGE TESTING CENTER - FORT HOOD,['(254) 290-0701'],TX,72ND ST. BLDG 3201 ROOM 115,76544
933,DYESS AFB,7175,['http://military.coastline.edu/'],COASTLINE COMMUNITY COLLEGE,['325-696-5543'],TX,425 THIRD STREET,79607
934,TEXAS CITY,8017,['http://www.com.edu/'],COLLEGE OF THE MAINLAND,['(409) 933-8676'],TX,1200 AMBURN ROAD,77591
935,FORT WORTH,7122,['http://www.ccis.edu/nationwide/ftworth/'],COLUMBIA COLLEGE,['817-377-3276'],TX,"1564 HEADQUARTERS AVE, BLDG 1564, NAS FORT WORTH JRB",76127
936,DALLAS,8700,['http://www.dbu.edu/'],DALLAS BAPTIST UNIVERSITY,['214-333-5337'],TX,3000 MOUNTAIN CREEK PARKWAY,75211
937,DALLAS,8419,['http://www.dallas.edu/'],DALLAS CHRISTIAN COLLEGE,['214-484-6527'],TX,2700 CHRISTIAN PKWY,75234
938,AUSTIN,7345,['http://www.devry.edu/'],DEVRY UNIVERSITY,['512-231-2501'],TX,11044 RESEARCH BLVD,78759
939,SAN ANTONIO,7872,['http://www.devry.edu/'],DEVRY UNIVERSITY - SAN ANTONIO CAMPUS,['(210) 524-5400'],TX,"618 NW LOOP 410, SUITE 202",78216
940,EL PASO,9142,['http://www.epcc.edu/'],EL PASO COMMUNITY COLLEGE,['915-831-2306'],TX,"919 HUNTER DRIVE, P.O. BOX 20500",79998
941,HOUSTON,9432,['http://www.erau.edu/'],EMBRY-RIDDLE AERONAUTICAL UNIVERSITY,['281-464-9664'],TX,PO BOX 590340,77259
942,HOUSTON,9170,['http://www.hccs.cc.tx.us/'],HOUSTON COMMUNITY COLLEGE,['713-718-6011'],TX,"1300B HOLMAN ST, RM 211",77004
943,BEAUMONT,8981,['http://www.lit.edu/'],LAMAR INSTITUTE OF TECHNOLOGY,['(409) 839-2027'],TX,"855 EAST LAVACA STREET, TECHNOLOGY CENTER ROOM 112 INSIDE LEARNING LAB",77705
944,SILSBEE,9298,['http://www.lit.edu/'],LAMAR INSTITUTE OF TECHNOLOGY FRANK ROBINSON JR. CENTER,['(409) 386-0225'],TX,1355 W. MLK,77656
945,BEAUMONT,9812,['http://dept.lamar.edu/careerandtestingcenter/'],LAMAR UNIVERSITY,['409-880-8444'],TX,"4400 MLK PARKWAY, GALLOWAY BUSINESS BUILDING, ROOM 102",77710
946,BAYTOWN,8449,['http://www.lee.edu/'],LEE COLLEGE,['281-425-6484'],TX,"511 S WHITING, PO BOX 818",77520
947,LUBBOCK,8307,['http://www.lcu.edu/'],LUBBOCK CHRISTIAN UNIVERSITY,['806-796-8800'],TX,5601 19TH ST,79407
948,WICHITA FALLS,9870,['http://testing.mwsu.edu/'],MIDWESTERN STATE UNIVERSITY,['940-397-4676'],TX,3410 TAFT BLVD,76308
949,DALLAS,8384,['http://www.mvc.dccd.edu/'],MOUNTAIN VIEW COLLEGE,['214-333-8778'],TX,4849 WEST ILLINOIS AVE,75211
950,IRVING,8460,['http://www.northlakecollege.edu/'],NORTH LAKE COLLEGE,['972-273-3160'],TX,5001 NORTH MACARTHUR BLVD,75038
951,ODESSA,8555,['http://www.odessa.edu/'],ODESSA COLLEGE,['(432) 335-6620'],TX,201 WEST UNIVERSITY,79764
952,SAN ANTONIO,9793,['http://www.ollusa.edu/testingcenter'],OUR LADY OF THE LAKE UNIVERSITY - MAIN CAMPUS,['(210) 431-3998'],TX,411 S.W. 24TH ST,78207
953,AUSTIN,7888,['http://new.park.edu/campus-centers/texas/tx-austin.html'],PARK UNIVERSITY,['512-385-7275'],TX,"10415 MORADO CIRCLE, AVALLON II, SUITE 100",78759
954,LAUGHLIN AFB,7238,['http://new.park.edu/campus-centers/texas/tx-del-rio.html'],PARK UNIVERSITY,['830-298-3061'],TX,"201 MITCHELL BOULEVARD, BUILDING 221",78843
955,PRAIRIE VIEW,9006,['http://www.pvamu.edu/'],PRAIRIE VIEW A&M; UNIVERSITY,['(936) 261-3627'],TX,"PO BOX 519, MS 3002",77446
956,CORPUS CHRISTI,7195,['http://www.saintleo.edu/'],SAINT LEO UNIVERSITY,['361-937-1452'],TX,"D STREET, BLDG 1731",78419
957,HUNTSVILLE,8501,['http://www.shsu.edu/'],SAM HOUSTON STATE UNIVERSITY,['(936) 294-1025'],TX,"1921 AVENUE J, ROOM 102",77340
958,THE WOODLANDS,8519,['http://www.shsu.edu/testing/'],SAM HOUSTON STATE UNIVERSITY - THE WOODLANDS CENTER,['936-294-1025'],TX,3380 COLLEGE PARK DRIVE,77384
959,DALLAS,9317,['http://www.smu.edu/'],SOUTHERN METHODIST UNIVERSITY,['214-768-2269'],TX,6211 BISHOP BLVD. #219,75275
960,AUSTIN,8912,['http://www.stedwards.edu/'],ST. EDWARD'S UNIVERSITY,['512-464-8848'],TX,3001 SOUTH CONGRESS AVE,78704
961,NACOGDOCHES,7927,['http://www.sfasu.edu/'],STEPHEN F. AUSTIN STATE UNIVERSITY,['936-468-4636'],TX,1936 NORTH STREET,75962
962,SAN ANTONIO,9330,['http://www.stmarytx.edu/'],ST. MARY'S UNIVERSITY,['210-436-3135'],TX,ONE CAMINO SANTA MARIA,78228
963,HOUSTON,7994,['http://www.strayer.edu/'],STRAYER UNIVERSITY,[],TX,"10940 WEST SAM HOUSTON PKWY NORTH , SUITE 200",77064
964,DALLAS,8302,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['972-773-8329'],TX,"8111 LBJ FREEWAY, SUITE 1100",75251
965,PLANO,7998,['http://www.strayer.edu/'],STRAYER UNIVERSITY,[],TX,"2701 N. DALLAS PARKWAY, SUITE 300",75093
966,SAN ANTONIO,9201,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['210-202-3700'],TX,"SAN ANTONIO CAMPUS, 40 NE LOOP 410, SUITE 500",78216
967,HOUSTON,7993,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['281-752-4111'],TX,"14511 OLDY KATY RD, SUITE 200",77079
968,AUSTIN,7962,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['512-568-3329'],TX,"8501 NORTH MOPAC EXPRESSWAY, SUITE 100",78759
969,CEDAR HILL,8483,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['469-454-3400'],TX,"610 UPTOWN BLVD., SUITE 3500",75104
970,IRVING,7981,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['214-429-3829'],TX,"7701 LAS COLINAS RIDGE, SUITE 450",75063
971,STAFFORD,9194,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['281-201-3829'],TX,"12603 SOUTHWEST FREEWAY, SUITE 400",77477
