,Address,City,State,Zip,id,link,name,phone
837,"71 FSS/FSD, 400 YOUNG RD., SUITE 209A",VANCE AFB,AF,73705,7324,http://www.wbu.edu/colleges-in-altus/,WAYLAND BAPTIST UNIVERSITY,580-213-6452
838,2801 N. MAIN,ALTUS,OK,73521,7223,http://www.wosc.edu/,WESTERN OKLAHOMA STATE COLLEGE,580-477-7921
839,"COUNSELING &AMP; ASSESSMENT, ROOM SSC-207, 2801 NORTH MAIN",ALTUS,OK,73521,8856,http://www.western.cc.ok.us/,WESTERN OKLAHOMA STATE COLLEGE,580-477-7714
840,LEARNING RESOURCE CENTER RM 230 3201 CAMPUS DRIVE,KLAMATH FALLS,FA,8801,9438,http://www.oit.edu/,OREGON INSTITUTE OF TECHNOLOGY,541) 851-5176
841,101 S. BARTLETT,MEDFORD,OR,97501,9404,http://www2.sou.edu/,SOUTHERN OREGON UNIVERSITY - HIGHER EDUCATION CENTER,541) 552-8150
842,"1140 COLLEGE RD., P.O. BOX 967",ROSEBURG,OR,97470,9976,http://www.umpqua.cc.or.us/,UMPQUA COMMUNITY COLLEGE,541-440-7659
843,"TESTING OFFICE1590 EAST 13TH AVE, RM 270",EUGENE,OR,97403,9961,http://testing.uoregon.edu,UNIVERSITY OF OREGON,541-346-3230
844,ADMINISTRATION BUILDING 2185 SE 12TH PLACE,WARRENTON,OR,97146,9592,https://www.vinu.edu/home,VINCENNES UNIVERSITY- U.S. COAST GUARD SECTOR COLUMBIA RIVER,360-478-7202
845,"2600 S.E. 98TH AVENUE, STE 200",PORTLAND,OR,97266,8053,http://www.warnerpacific.edu/register-for-exam/,WARNER PACIFIC COLLEGE,503-517-1465
846,3000 NORTH READING ROAD,ADAMSTOWN,PA,19501,9166,http://www.adamstownarealibrary.org/,ADAMSTOWN AREA LIBRARY (LANCASTER/READING AREA),717) 484-4200
847,275 SWAMP ROAD,NEWTOWN,PA,18940,9925,http://www.bucks.edu/,BUCKS COUNTY COMMUNITY COLLEGE,215-968-8467
848,250 UNIVERSITY AVE,CALIFORNIA,PA,15419,8758,http://www.calu.edu/,CALIFORNIA UNIVERSITY OF PENNSYLVANIA,724-938-1608
849,"625 STANWIX STREET, 1ST FLOOR",PITTSBURGH,PA,15222,8574,http://www.ccac.edu/,COMMUNITY COLLEGE OF ALLEGHENY COUNTY,412-208-1122
850,"1846 CHARTER LANE, PO BOX 10936",LANCASTER,PA,17601,9528,http://www.emu.edu/careers/testing,EASTERN MENNONITE UNIVERSITY,717) 397-5190
851,12 KEYSTONE COURT,LEOLA,PA,17540,9583,http://www.fedtest.org,FED TEST INC.,717-288-7254
852,1500 4TH AVE,ALTOONA,PA,16602,8836,http://www.gactc.edu/,GREATER ALTOONA CAREER &AMP; TECH CENTER,814-946-8469
853,WHITAKER HALL 123HACC,HARRISBURG,PA,17110,9806,http://www.hacc.edu/,HARRISBURG AREA COMMUNITY COLLEGE,717-780-3203
854,INDIANA UNIVERSITY OF PENNSYLVANIA,201 PRATT DRIVE,PR,107,8646,http://www.iup.edu/,INDIANA UNIVERSITY OF PENNSYLVANIA,"INDIANA, PA   15705"
855,226 WEST BROAD ST,HAZELTON,PA,18201,9772,http://www.lackawanna.edu/,LACKAWANNA COLLEGE,717-459-1573
856,"GRADUATE STUDIES &AMP; CONTINUING EDUCATION, 101 NORTH COLLEGE AVENUE",ANNVILLE,PA,17003,9197,http://www.lvc.edu/,LEBANON VALLEY COLLEGE,717-867-6213
857,2300 ADAMS AVE,SCRANTON,PA,18509,9216,http://www.marywood.edu/,MARYWOOD UNIVERSITY,570-876-5817
858,111 MCKEE ROAD,OAKDALE,PA,15222,9736,http://www.pti.edu/,PITTSBURGH TECHNICAL INSTITUTE,412-809-5217
859,1360 EISENHOWER BLVD SUITE 204,JOHNSTOWN,PA,15905,8112,http://proteustesting.com/,PROTEUS TESTING,814-254-4109
860,10 SOUTH SECOND STREET,READING,PA,19603,9284,http://www.racc.cc.pa.us/,READING AREA COMMUNITY COLLEGE,610-372-4721 X5103
861,"ALLENTOWN CAMPUS, 3800 SIERRA CIRCLE, SUITE 300",CENTER VALLEY,VA,18034,7884,http://www.strayer.edu/,STRAYER UNIVERSITY,484) 809-7729
862,"1601 CHERRY STREET, STE 100",PHILDELPHIA,PA,19143,8910,http://www.strayer.edu/,STRAYER UNIVERSITY,267-256-0229
863,"234 MALL BOULEVARD, SUITE G50",KING OF PRUSSIA,OF,19406,8694,http://www.strayer.edu/,STRAYER UNIVERSITY,610-992-1680
864,"760 WEST SPROUL ROAD, SUITE 200",SPRINGFIELD,PA,19064,8985,http://www.strayer.edu/,STRAYER UNIVERSITY,610-543-7294
865,"36000 HORIZON BOULEVARD, SUITE 100",TREVOSE,PA,19053,8998,http://www.strayer.edu/,STRAYER UNIVERSITY,215-953-9189
866,"1170 DEVON PARK DRIVE, SUITE 200",WAYNE,PA,19087,8119,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX,610-386-1127
867,"PENN CENTER EAST ONE, SUITES 406 &AMP; 408 100",PITTSBURGH,PA,15235,8771,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX,412-816-2215
868,"30 SOUTH 17TH STREET, UNITED PLAZA BUILDING",PHILADELPHIA,PA,19103,8690,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX,267-234-2000
869,4200 FIFTH AVENUEG-33 CATHEDRAL OF LEARNING,PITTSBURGH,PA,15260,8376,http://www.omet.pitt.edu/testing-request-form,UNIVERSITY OF PITTSBURGH TESTING CENTER,412-624-6146
870,ONE JOHN H CHAFEE BLVD.,NEWPORT,RI,02840,8849,http://www.ccri.edu,CCRI NEWPORT COUNTY CAMPUS,401) 851-1631
871,1762 LOUISQUISSET PIKE,LINCOLN,RI,4585,8859,http://www.ccri.edu/,COMMUNITY COLLEGE OF RHODE ISLAND - FLANAGAN CAMPUS,401) 333-7122
872,400 EAST AVE,WARWICK,RI,02886,9767,http://www.ccri.edu/,COMMUNITY COLLEGE OF RHODE ISLAND - KNIGHT CAMPUS,401) 825-2404
873,2276 JEFFERSON DAVIS HIGHWAY,GRANITEVILLE,SC,29829,8716,http://www.atc.edu/,AIKEN TECHNICAL COLLEGE,803-593-9231 X1366
874,"1430 WADE HAMPTON BLVD., SUITE 211A",GREENVILLE ,SC,29609,7982,http://www.bjupresstestingcenter.com,BJU PRESS TESTING CENTER,864-770-1381
875,506 NORTH GUIGNARD DRIVE,SUMTER,SC,29150,9335,http://www.sum.tec.sc.us/,CENTRAL CAROLINA TECHNICAL COLLEGE,803) 778-1961
876,301 ALLIED DR.,CONWAY,SC,29526,9368,http://coastal.edu/,COASTAL CAROLINA UNIVERSITY,843) 349-4011
877,2715 WEST LUCAS STREET,FLORENCE,SC,29550,9329,http://www.fdtc.edu,FLORENCE-DARLINGTON TECHNICAL COLLEGE,843) 661-8352
878,121 S. EVANDER DRIVE,FLORENCE,SC,29506,9665,http://www.fmarion.edu/,FRANCIS MARION UNIVERSITY,843) 661-1840
879,1115 COLLEGE DRIVE,GAFFNEY,SC,29340,9773,http://www.limestone.edu/,LIMESTONE COLLEGE,864-488-8376
880,4600 STROM THURMOND BOULEVARD,FORT JACKSON,JA,29207,7198,http://www.midlandstech.edu/,MIDLANDS TECHNICAL COLLEGE,803-782-3213
881,1260 LEXINGTON DR,WEST COLUMBIA,CO,29170,8315,http://www.midlandstech.edu/,MIDLANDS TECHNICAL COLLEGE,803) 822-3661
882,"437 MSS/DPE, 101 W. HILL BOULEVARD, BUILDING 221",CHARLESTON AFB,AF,4703,7143,http://new.park.edu/campus-centers/south-carolina/sc-charleston.html,PARK UNIVERSITY,843-552-8292
883,503 SOUTH BROAD ST.,CLINTON,SC,29325,9002,http://www.presby.edu/,PRESBYTERIAN COLLEGE,864-833-2820
884,"398 SHAW DRIVE, BLDG 501, RM 116",SHAW AFB,AF,29152,7111,http://www.saintleo.edu,SAINT LEO UNIVERSITY,803 666 3221
885,"555 NORTH PLEASANTBURG DRIVE, SUITE 300",GREENVILLE,SC,29607,9527,http://www.strayer.edu/,STRAYER UNIVERSITY,864-250-7029
886,5010 WETLAND CROSSING,NORTH CHARLESTON,CH,29418,7850,http://www.strayer.edu/,STRAYER UNIVERSITY,843-746-5129
887,"TESTING OFFERED FOR STRAYER UNIVERSITY STUDENTS ONLY200 CENTER POINT CIRCLE, SUITE 300",COLUMBIA,SC,29229,8273,http://www.strayer.edu/,STRAYER UNIVERSITY,803) 750-2531
888,921 RIBAUT ROADPO BOX 1288,BEAUFORT,SC,29901,7224,http://www.tcl.edu/,TECHNICAL COLLEGE OF THE LOW COUNTRY,843-525-8356
889,"921 SOUTH RIBAUT RD, PO BOX 1288",BEAUFORT,SC,29901,9056,http://www.tclonline.edu/,TECHNICAL COLLEGE OF THE LOW COUNTRY,843-228-7494
890,"OFFICE OF MILITARY EDUCATION, NAVY COLLEGE OFFICE, NAVAL WEAPONS STATION-CHARLESTON",GOOSE CREEK,CR,6511,7172,http://www.tesu.edu/,THOMAS EDISON STATE UNIVERSITY - GOOSE CREEK,843-764-7531
891,"STUDENT SUCCESS CENTER, TRIDENT TECHNICAL COLLEGE, 66 COLUMBUS STREET",CHARLESTON,SC,29423,9244,http://www.tridenttech.edu/,TRIDENT TECHNICAL COLLEGE,843-722-5516
892,7000 RIVER AVENUE,CHARLESTON,SC,29406,9342,http://www.tridenttech.edu/,TRIDENT TECHNICAL COLLEGE,843-574-6438
893,"1400 GREENE STREET, RH 345",COLUMBIA,SC,29208,9367,http://www.sc.edu/beaufort/,UNIVERSITY OF SOUTH CAROLINA,803-777-2782
894,800 UNIVERSITY WAY,SPARTANBURG,SC,29303,9577,http://www.uscs.edu/,UNIVERSITY OF SOUTH CAROLINA UPSTATE,864) 503-5195
895,452 SOUTH ANDERSON ROAD,ROCK HILL,HI,29730,8432,http://www.yorktech.com/,YORK TECHNICAL COLLEGE,803-981-7316
896,"1200 UNIVERSITY STREET, UNIT 9078",SPEARFISH,SD,57799,9065,http://www.bhsu.edu/,BLACK HILLS STATE UNIVERSITY - SPEARFISH CAMPUS,605) 642-6099
897,"5301 S. HIGHWAY 16, SUITE 200",RAPID CITY,CI,57701,9777,http://www.national.edu/,NATIONAL AMERICAN UNIVERSITY,605-394-4800
898,"1000 ELLSWORTH STREET, SUITE 2400B",ELLSWORTH AIR FORCE BASE,AI,57706,7222,http://www.national.edu/,NATIONAL AMERICAN UNIVERSITY- ELLSWORTH AIR FORCE BASE CAMPUS,605-718-6550
899,"SIOUX FALLS, SD   57107",605,,6014,7763,http://www.southeasttech.edu/,SOUTHEAST TECHNICAL INSTITUE,605-367-6048
900,4801 N CAREER AVE,SIOUX FALLS,FA,57107,9459,http://www.sduniversitycenter.org/,UNIVERSITY CENTER - SIOUX FALLS,605) 274-9550
901,AUSTIN PEAY CENTER AT FORT CAMPBELL,PO BOX 4455,BO,4455,7248,541-880-2214,AUSTIN PEAY CENTER AT FORT CAMPBELL,"CLARKSVILLE, TN   37042"
902,"202 ELLINGTON BLDG., DRANE ST.",CLARKSVILLE,TN,37044,9050,http://www.apsu.edu/,AUSTIN PEAY STATE UNIVERSITY,931) 221-6269
903,"1790 KIRBY PARKWAY, FORUM II, SUITE 100",MEMPHIS,TN,38138,8292,http://www.bellhaven.edu/,BELLHAVEN COLLEGE,901-767-8977
904,1646 RUSSELL AVENUE,JEFFERSON CITY,CI,37760,8798,http://www.cn.edu/,CARSON-NEWMAN COLLEGE,865-471-4808
905,3203 TAZEWELL PIKE,KNOXVILLE,TN,37918,8223,http://www.fountainheadcollege.com/,FOUNTAINHEAD COLLEGE,865-688-9422
906,158 EAST MAIN STREET,HENDERSON,TN,38340,9067,http://www.fhu.edu/,FREED HARDEMAN UNIVERSITY,901-989-6060
907,502 E LAMAR ALEXANDER PKWY,MARYVILLE,TN,5907,9781,http://www.marryvillecollege.edu/,MARYVILLE COLLEGE,865-981-8121
908,"1301 EAST MAIN STREET, KUC 107",MURFREESBORO,TN,37132,8829,http://www.mtsu.edu/university-college/distance/testing.php,MIDDLE TENNESSEE STATE UNIVERSITY,615) 898-5659
909,2731 WEST LAMAR ALEXANDER PARKWAY,FRIENDSVILLE,TN,37737,7713,http://www.pstcc.edu/learn/,PELLISSIPPI STATE COMMUNITY COLLEGE,865-981-5300
910,3435 DIVISION STREET,KNOXVILLE,TN,37919,7714,http://www.pstcc.edu,PELLISSIPPI STATE COMMUNITY COLLEGE -- DIVISION STREET CAMPUS,865) 694-6454
911,10915 HARDIN VALLEY ROAD,KNOXVILLE,TN,37933,8311,http://www.pstc.edu,PELLISSIPPI STATE COMMUNITY COLLEGE -- HARDIN VALLEY CAMPUS,865) 694-6454
912,"5983 MACON COVE, FARRIS ROOM 2182",MEMPHIS,TN,38134,7127,http://www.southwest.tn.edu/,SOUTHWEST TENNESSE COMMUNITY COLLEGE,901-333-4170
913,1809 DABBS AVENUE,NASHVILLE,TN,37210,8679,http://www.strayer.edu/,STRAYER UNIVERSITY,615-932-2329
914,TESTING FOR STRAYER UNIVERSITY STUDENTS ONLY7275 APPLING FARMS PKWY,MEMPHIS,TN,38133,9524,http://www.strayer.edu/,STRAYER UNIVERSITY,901) 383-6685
915,"10118 PARKSIDE DRIVE, SUITE 200",KNOXVILLE,TN,1944,9223,http://www.strayer.edu/,STRAYER UNIVERSITY,865-288-6029
916,2620 THOUSAND OAKS BLVD #1100,MEMPHIS,TN,38118,9575,http://www.strayer.edu/,STRAYER UNIVERSITY,901-370-5227
917,"330 10TH NORTH, SUITE C",NASHVILLE,TN,3401,8723,http://www.tnstate.edu/,TENNESSEE STATE UNIVERSITY,615-963-7111
918,"TREVECCA NAZARENE UNIVERSITY STUDENTS ONLY, 333 MURFREESBORO ROAD",NASHVILLE,TN,37210,9784,http://www.trevecca.edu/,TREVECCA NAZARENE UNIVERSITY,615-248-1346
919,TUSCULUM COLLEGE 60 SHILOH RD,GREENEVILLE,TN,37743,8863,http://www.tusculum.edu/,TUSCULUM COLLEGE - GREENEVILLE CAMPUS,800) 729-0116 EX.5211
920,1305 CENTERPOINT BOULEVARD,KNOXVILLE,TN,37923,8590,http://www.tusculum.edu/,TUSCULUM COLLEGE - KNOXVILLE CAMPUS,"800) 729-0116 , EXT. 5018"
921,"420 WEST MORRIS BLVD, SUITE 170",MORRISTOWN,TN,37814,9684,http://www.tusculum.edu/,TUSCULUM COLLEGE - MORRISTOWN CAMPUS,"800) 729-0116 , EXT. 5901"
922,2745 HACKS CROSS ROAD,GERMANTOWN,TN,38138,8081,http://www.uu.edu/,UNION UNIVERSITY- GERMANTOWN CAMPUS,901) 312-1906
923,205 INDIAN LAKE BLVD,HENDERSONVILLE,TN,37075,7999,http://www.uu.edu/,UNION UNIVERSITY - HENDERSONVILLE / NASHVILLE CAMPUS,615) 447-2523
924,1938 EMPORIUM DRIVE,JACKSON,TN,38305,8593,http://www.uu.edu/,UNION UNIVERSITY - JACKSON CAMPUS,731) 661-5309
925,"112 BRISTER HALL, 3669 ALUMNI STREET",MEMPHIS,TN,38152,9782,http://www.memphis.edu/,UNIVERSITY OF MEMPHIS,901-678-2428
926,"705 LAMBUTH BLVD, HYDE HALL 314",JACKSON,TN,38301,8753,http://www.memphis.edu/lambuth/,UNIVERSITY OF MEMPHIS LAMBUTH,731) 425-1910
927,"648 OAK STREET, HOOPER HALL, ROOM 205",CHATTANOOGA,TN,37403,8521,http://www.utc.edu/,UNIVERSITY OF TENNESSEE,423-425-4288
928,"MARTIN, TN   38238",731,,7727,8582,http://www.utm.edu/,UNIVERSITY OF TENNESSEE MARTIN,731-881-7719
929,6655 WINCHESTER ROAD,MEMPHIS,TN,7830,8162,http://www.victory.edu/,VICTORY UNIVERSITY,901-367-0443
930,274 MALLORY STATION ROAD,FRANKLIN,TN,37067,9705,http://www.williamsoncc.edu/,WILLIAMSON CHRISTIAN COLLEGE,615-771-7821
931,6101 AIRPORT BLVD.ROOM 2221,AUSTIN,TX,4390,8245,http://www.austincc.edu/,AUSTIN COMMUNITY COLLEGE,512) 223-7769
932,"15115 PARK ROW, SUITE 175",HOUSTON,TX,77084,8068,http://houston.belhaven.edu/,BELHAVEN UNIVERSITY,281-579-9977
933,"1402 CORINTH COURT ST, , SUITE 1670",DALLAS,TX,75215,8016,http://www.billpriestinstitute.org/,BILL J. PRIEST INSTITUTE,214-860-5792
934,6200 WEST CENTRAL TEXAS EXPRESSWAY,KILLEEN,TX,76542,9088,http://www.ctcd.edu/,CENTRAL TEXAS COLLEGE - CENTRAL CAMPUS,254) 526-1168
935,72ND ST. BLDG 3201 ROOM 115,FORT HOOD,HO,76544,7117,http://www.ctcd.edu/,CENTRAL TEXAS COLLEGE TESTING CENTER - FORT HOOD,254) 290-0701
936,425 THIRD STREET,DYESS AFB,AF,1525,7175,http://military.coastline.edu/,COASTLINE COMMUNITY COLLEGE,325-696-5543
937,1200 AMBURN ROAD,TEXAS CITY,CI,77591,8017,http://www.com.edu/,COLLEGE OF THE MAINLAND,409) 933-8676
938,"1564 HEADQUARTERS AVE, BLDG 1564, NAS FORT WORTH JRB",FORT WORTH,WO,76127,7122,http://www.ccis.edu/nationwide/ftworth/,COLUMBIA COLLEGE,817-377-3276
939,3000 MOUNTAIN CREEK PARKWAY,DALLAS,TX,9299,8700,http://www.dbu.edu/,DALLAS BAPTIST UNIVERSITY,214-333-5337
940,2700 CHRISTIAN PKWY,DALLAS,TX,75234,8419,http://www.dallas.edu/,DALLAS CHRISTIAN COLLEGE,214-484-6527
941,11044 RESEARCH BLVD,AUSTIN,TX,78759,7345,http://www.devry.edu/,DEVRY UNIVERSITY,512-231-2501
942,"618 NW LOOP 410, SUITE 202",SAN ANTONIO,AN,78216,7872,http://www.devry.edu/,DEVRY UNIVERSITY - SAN ANTONIO CAMPUS,210) 524-5400
943,"919 HUNTER DRIVE, P.O. BOX 20500",EL PASO,PA,79998,9142,http://www.epcc.edu/,EL PASO COMMUNITY COLLEGE,915-831-2306
944,PO BOX 590340,HOUSTON,TX,77259,9432,http://www.erau.edu/,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY,281-464-9664
945,"1300B HOLMAN ST, RM 211",HOUSTON,TX,77004,9170,http://www.hccs.cc.tx.us/,HOUSTON COMMUNITY COLLEGE,713-718-6011
946,"855 EAST LAVACA STREET, TECHNOLOGY CENTER ROOM 112 INSIDE LEARNING LAB",BEAUMONT,TX,77705,8981,http://www.lit.edu/,LAMAR INSTITUTE OF TECHNOLOGY,409) 839-2027
947,1355 W. MLK,SILSBEE,TX,77656,9298,http://www.lit.edu/,LAMAR INSTITUTE OF TECHNOLOGY FRANK ROBINSON JR. CENTER,409) 386-0225
948,"4400 MLK PARKWAY, GALLOWAY BUSINESS BUILDING, ROOM 102",BEAUMONT,TX,77710,9812,http://dept.lamar.edu/careerandtestingcenter/,LAMAR UNIVERSITY,409-880-8444
949,"511 S WHITING, PO BOX 818",BAYTOWN,TX,77520,8449,http://www.lee.edu/,LEE COLLEGE,281-425-6484
950,5601 19TH ST,LUBBOCK,TX,2099,8307,http://www.lcu.edu/,LUBBOCK CHRISTIAN UNIVERSITY,806-796-8800
951,3410 TAFT BLVD,WICHITA FALLS,FA,76308,9870,http://testing.mwsu.edu/,MIDWESTERN STATE UNIVERSITY,940-397-4676
952,4849 WEST ILLINOIS AVE,DALLAS,TX,75211,8384,http://www.mvc.dccd.edu/,MOUNTAIN VIEW COLLEGE,214-333-8778
953,5001 NORTH MACARTHUR BLVD,IRVING,TX,75038,8460,http://www.northlakecollege.edu/,NORTH LAKE COLLEGE,972-273-3160
954,"201 WEST UNIVERSITYDEADERICK HALL, BUILDING E1",ODESSA,TX,79764,8555,http://www.odessa.edu/,ODESSA COLLEGE,432) 335-6620
955,"WALTER CENTER, ROOM G03411 S.W. 24TH ST",SAN ANTONIO,AN,4689,9793,http://www.ollusa.edu/testingcenter,OUR LADY OF THE LAKE UNIVERSITY - MAIN CAMPUS,210) 431-3998
956,"10415 MORADO CIRCLE, AVALLON II, SUITE 100",AUSTIN,TX,78759,7888,http://new.park.edu/campus-centers/texas/tx-austin.html,PARK UNIVERSITY,512-385-7275
957,"201 MITCHELL BOULEVARD, BUILDING 221",LAUGHLIN AFB,AF,78843,7238,http://new.park.edu/campus-centers/texas/tx-del-rio.html,PARK UNIVERSITY,830-298-3061
958,"PO BOX 519, MS 3002",PRAIRIE VIEW,VI,77446,9006,http://www.pvamu.edu/,PRAIRIE VIEW A&M; UNIVERSITY,936) 261-3627
959,"D STREET, BLDG 1731",CORPUS CHRISTI,CH,78419,7195,http://www.saintleo.edu/,SAINT LEO UNIVERSITY,361-937-1452
960,"1921 AVENUE J, ROOM 102",HUNTSVILLE,TX,77340,8501,http://www.shsu.edu/,SAM HOUSTON STATE UNIVERSITY,936) 294-1025
961,3380 COLLEGE PARK DRIVE,THE WOODLANDS,WO,77384,8519,http://www.shsu.edu/testing/,SAM HOUSTON STATE UNIVERSITY - THE WOODLANDS CENTER,936-294-1025
962,6211 BISHOP BLVD. #219DR. BOB SMITH HEALTH CENTER,DALLAS,TX,75275,9317,http://www.smu.edu/,SOUTHERN METHODIST UNIVERSITY,214-768-2269
963,3001 SOUTH CONGRESS AVE,AUSTIN,TX,78704,8912,http://www.stedwards.edu/,ST. EDWARD'S UNIVERSITY,512-464-8848
964,"NACOGDOCHES, TX   75962",936,,,7927,http://www.sfasu.edu/,STEPHEN F. AUSTIN STATE UNIVERSITY,936-468-4636
965,ONE CAMINO SANTA MARIA,SAN ANTONIO,AN,8528,9330,http://www.stmarytx.edu/,ST. MARY'S UNIVERSITY,210-436-3135
966,"14511 OLDY KATY RD, SUITE 200",HOUSTON,TX,77079,7993,http://www.strayer.edu/,STRAYER UNIVERSITY,281-752-4111
967,"8111 LBJ FREEWAY, SUITE 1100",DALLAS,TX,75251,8302,http://www.strayer.edu/,STRAYER UNIVERSITY,972-773-8329
968,"7701 LAS COLINAS RIDGE, SUITE 450",IRVING,TX,75063,7981,http://www.strayer.edu/,STRAYER UNIVERSITY,214-429-3829
969,"10940 WEST SAM HOUSTON PKWY NORTH , SUITE 200",HOUSTON,TX,77064,7994,http://www.strayer.edu/,STRAYER UNIVERSITY,281.949.1800
970,"2701 N. DALLAS PARKWAY, SUITE 300",PLANO,TX,75093,7998,http://www.strayer.edu/,STRAYER UNIVERSITY,972.535.3700
971,"610 UPTOWN BLVD., SUITE 3500",CEDAR HILL,HI,75104,8483,http://www.strayer.edu/,STRAYER UNIVERSITY,469-454-3400
972,"8501 NORTH MOPAC EXPRESSWAY, SUITE 100",AUSTIN,TX,8309,7962,http://www.strayer.edu/,STRAYER UNIVERSITY,512-568-3329
973,"12603 SOUTHWEST FREEWAY, SUITE 400",STAFFORD,TX,77477,9194,http://www.strayer.edu/,STRAYER UNIVERSITY,281-201-3829
974,"SAN ANTONIO CAMPUS, 40 NE LOOP 410, SUITE 500",SAN ANTONIO,AN,78216,9201,http://www.strayer.edu/,STRAYER UNIVERSITY,210-202-3700
975,"BOX C-171, EAST HIGHWAY 90",ALPINE,TX,79832,9334,http://www.sulross.edu/,SUL ROSS STATE UNIVERSITY,915-837-8178
976,2600 SOUTH FIRST ST,TEMPLE,TX,76504,8257,http://www.templejc.edu/,TEMPLE COLLEGE,254-298-8586
977,"12651 BRIAR FOREST DR., SUITE 225",HOUSTON,TX,77077,8595,http://testcenterusa.com/,"TESTING CENTER USA, INC.",281-679-7072
978,"2600 S. NEAL STREET, MCDOWELL ADMIN. BUILDING #315",COMMERCE,TX,75429,9790,http://www.tamu-commerce.edu/,TEXAS A&M; UNIVERSITY - COMMERCE,903) 886-5122
979,6300 OCEAN DRIVE,CORPUS CHRISTI,CH,78412,9205,http://www.tamucc.edu/,TEXAS A&M; UNIVERSITY - CORPUS CHRISTI,361) 825-2234
980,"ONE UNIVERSITY WAY SEN. FRANK MADLA BUILDING, SUITE 111",SAN ANTONIO,AN,78224,9638,http://www.tamusa.edu,TEXAS A&M; UNIVERSITY - SAN ANTONIO,210) 784-1300
981,307 NORTH BRECKENRIDGE AVE,BRECKENRIDGE,TX,76424,8491,http://www.tstc.edu/,TEXAS STATE TECHNICAL COLLEGE,817-559-6556
982,650 EAST HIGHWAY 80,ABILENE,TX,79601,9759,http://www.tstc.edu/,TEXAS STATE TECHNICAL COLLEGE,325-734-3641
983,"601 UNIVERSITY DRIVE, TREC, LOWER COMMONS",SAN MARCOS,MA,78666,9320,http://www.txstate.edu/trec/,TEXAS STATE UNIVERSITY,512-245-2276
984,214 WEST HALL,LUBBOCK,TX,79409,9778,http://www.ttu.edu/,TEXAS TECH UNIVERSITY,806-742-3671
985,501 WEST CESAR E CHAVEZ,SAN ANTONIO,AN,78207,7730,http://www.utsa.edu/testing/,THE UNIVERSITY OF TEXAS AT SAN ANTONIO,210-458-2941
986,ONE UTSA CIRCLE,SAN ANTONIO,AN,78249,9036,http://www.utsa.edu/testing/,THE UNIVERSITY OF TEXAS AT SAN ANTONIO,210-458-4125
987,10701 CORPORATE DRIVESUITE 285,STAFFORD,TX,77477,8821,http://txtestingcenter.com/,TX TESTING CENTER,832) 633-2521
988,"BLDG 614, ROOM 11 TAYLOR ROAD",FORT BLISS,BL,79916,7353,http://www.umuc.edu/,UMUC OFFICE AT THE FT. BLISS EDUCATION CENTER,915) 238-7884
989,"4800 CALHOUN ROAD, STUDENT SERVICE CENTER 1, ROOM 210",HOUSTON,TX,3025,9799,http://www.las.uh.edu/,UNIVERSITY OF HOUSTON,713) 743-5386
990,2700 BAY AREA BLVD,HOUSTON,TX,77058,8651,http://www.uhcl.edu,UNIVERSITY OF HOUSTON - CLEAR LAKE,281) 283-3081
991,"4201 S. SHARY RD, SUITE 203A",MISSION,TX,78572,8233,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX,956-519-5803
992,"1707 MARKET PLACE BLVD, SUITE 100",IRVING,TX,75063,8535,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX,214-647-6207
993,1340 ADABEL DIVE,EL PASO,PA,79936,9105,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX - EAST EL PASO CAMPUS,915) 599-5900
994,"11451 KATY FREEWAY, SUITE 100",HOUSTON,TX,77079,9003,http://www.phoenix.edu/houston,UNIVERSITY OF PHOENIX - HOUSTON CAMPUS,713) 465-9966
995,"902 WEST CENTRAL TEXAS EXPRESSWAY, SUITE 300",KILLEEN,TX,76542,9061,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX - KILLEEN LEARNING CENTER,254) 501-6903
996,8200 IH 10 WEST SUITE 1000,SAN ANTONIO,AN,78230,8423,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX - SAN ANTONIO,210) 524-2127
997,24624 I-45 N STE. 1001,SPRING,TX,77386,8663,http://www.phoenix.edu/houston,UNIVERSITY OF PHOENIX - WOODLANDS LEARNING CENTER,713) 465-9966
998,"701 SO. NEDDERMAN #201, BOX 19555",ARLINGTON,TX,76019,8025,http://www.uta.edu/,UNIVERSITY OF TEXAS - ARLINGTON,817-272-2362
999,"500 W. UNIVERSITY AVE, AAC ROOM 127",EL PASO,PA,79968,8021,http://www.utep.edu,UNIVERSITY OF TEXAS AT EL PASO,915 747 5009
1000,4301 BROADWAY,SAN ANTONIO,AN,78209,9174,http://www.uiwtx.edu/,UNIVERSITY OF THE INCARNATE WORD,210-283-5020
1001,2200 EAST RED RIVER,VICTORIA,TX,77901,8695,http://www.victoriacollege.edu/,VICTORIA COLLEGE,361-582-2403
1002,265 KEARNEY BLVD.,GOODFELLOW AFB,AF,76908,7327,http://www.wbu.edu/,WAYLAND BAPTIST UNIVERSITY,325-654-3314
1003,2412 N. NEW BRAUNFELS,FORT SAM HOUSTON,SA,78234,7322,http://www.wbu.edu/,WAYLAND BAPTIST UNIVERSITY,806-291-3452
